trial,eval,score,best_score,params
675,3,1734.9839,1937.5562,-0.1602;0.0889;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
676,3,1557.8697,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6646;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
677,3,1587.7251,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7242;0.2895;-0.2284;-1.0000
678,3,943.8618,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0166;0.6814;0.2895;-0.2284;-1.0000
679,3,1449.1046,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
680,3,1622.1598,1937.5562,-0.1602;0.0299;0.7646;0.9400;-0.7794;-0.5310;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
681,3,1716.7909,1937.5562,-0.1602;-0.2010;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
682,3,1368.3958,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2647;-0.2086;0.6709;0.2895;-0.2284;-1.0000
683,3,1725.5811,1937.5562,0.0136;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
684,3,1699.9803,1937.5562,-0.1602;-0.2621;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
685,3,1376.5119,1937.5562,-0.3974;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4644;-0.2284;-1.0000
686,3,1132.6682,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5043;-0.2284;-1.0000
687,3,1772.0019,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6753;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
688,3,1773.8600,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9344;-0.6299;-0.2086;0.6709;0.2895;-0.2284;-1.0000
689,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
690,3,1818.3998,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8320
691,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
692,3,1622.3510,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4292;-0.2086;0.6460;0.2895;-0.2284;-1.0000
693,3,1778.2117,1937.5562,-0.1602;0.0497;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
694,3,1349.2662,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4329;0.2895;-0.2284;-1.0000
695,3,1739.9220,1937.5562,-0.1602;0.1914;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8418
696,3,1707.6991,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7367
697,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
698,3,1791.9775,1937.5562,-0.1602;-0.1774;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7088;0.2895;-0.2284;-1.0000
699,3,1023.9613,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3598;0.1471;0.6709;0.2895;-0.2284;-1.0000
700,3,1625.8700,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7405;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
701,3,485.9293,1937.5562,-0.1602;0.0299;0.9529;0.7665;-0.5775;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
702,3,1668.1306,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4725;-1.0000
703,3,1656.9198,1937.5562,-0.1602;0.0299;0.8353;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
704,3,1725.3820,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8744
705,3,1550.8285,1937.5562,-0.1602;0.1872;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
706,3,1685.0578,1937.5562,-0.1602;0.0299;0.9529;0.8010;-0.7794;-0.7607;-0.5544;-0.2086;0.6709;0.2895;-0.2284;-1.0000
707,3,1638.5842,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3079;-0.2284;-0.9199
708,3,1627.7409,1937.5562,-0.3082;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
709,3,1671.1036,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9037;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
710,3,1600.9445,1937.5562,-0.1602;0.2215;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
711,3,717.3082,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.7590;-0.2284;-1.0000
712,3,1744.5097,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.5981;-0.2086;0.6709;0.2895;-0.2284;-1.0000
713,3,1787.1860,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1763;-1.0000
714,3,1449.5784,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7611;-0.4079;-0.3125;0.6709;0.2895;-0.2284;-1.0000
715,3,1811.8826,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7838;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
716,3,1138.8813,1937.5562,-0.1602;0.0299;0.7175;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4061;-0.2284;-1.0000
717,3,1634.2987,1937.5562,-0.1674;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
718,3,1209.2897,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.0123;-0.2086;0.6709;0.2895;-0.2284;-1.0000
719,3,1746.5328,1937.5562,-0.1602;0.0455;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
720,3,1128.5090,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.8936;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
721,3,1579.0376,1937.5562,0.0726;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2713;-0.2284;-1.0000
722,3,1711.7034,1937.5562,-0.1602;0.0299;0.9529;0.7752;-0.7794;-0.7607;-0.3954;-0.2086;0.6709;0.2895;-0.2284;-1.0000
723,3,1677.1335,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.7075;-0.2086;0.6709;0.2895;-0.2284;-1.0000
724,3,1002.5652,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.6530;0.7446;0.2895;-0.2284;-1.0000
725,3,1395.4453,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1459;-0.2086;0.6709;0.2895;-0.2284;-1.0000
726,3,1558.6242,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.3259;0.6709;0.2895;-0.2284;-1.0000
727,3,1639.9758,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6686;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
728,3,1134.2687,1937.5562,-0.1602;0.0299;0.9529;0.9090;-0.7794;-0.7607;-0.4079;-0.3001;0.6709;0.2895;-0.2284;-1.0000
729,3,1717.4220,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.5220;1.0000;0.2895;-0.2284;-1.0000
730,3,1577.9844,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.3051;0.6709;0.2895;-0.2284;-1.0000
731,3,1642.5065,1937.5562,-0.1313;-0.3753;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
732,3,1648.4792,1937.5562,-0.1602;0.0299;1.0000;0.7209;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
733,3,1658.7162,1937.5562,-0.1602;0.1518;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
734,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
735,3,1666.2824,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7082;-0.6664;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
736,3,1741.1930,1937.5562,0.0824;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
737,3,667.4271,1937.5562,-0.1602;0.0299;0.9529;0.8056;-0.4486;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
738,3,1595.2769,1937.5562,-0.1602;0.1467;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
739,3,1347.6029,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1294;-0.1086;-1.0000
740,3,1130.0361,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9405;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
741,3,1072.0158,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4835;-0.4140;0.6709;0.2895;-0.2284;-1.0000
742,3,1519.1006,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.7627;-0.2086;0.6709;0.2895;-0.2284;-1.0000
743,3,1899.3506,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2747;-1.0000
744,3,1549.5677,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1539;-0.2086;0.6709;0.2895;-0.2284;-1.0000
745,3,1481.3073,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5906;0.2895;-0.2284;-1.0000
746,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
747,3,1772.6446,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1921;0.6709;0.2895;-0.2284;-1.0000
748,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
749,3,1699.3028,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9703
750,3,892.1117,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5316;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
751,3,1449.1046,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
752,3,1811.1643,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7325
753,3,1799.3710,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1748;-1.0000
754,3,1649.7556,1937.5562,-0.1602;0.0266;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
755,3,844.6382,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;1.0000;0.2895;-0.2284;-1.0000
756,3,471.4313,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5261;-0.2284;-1.0000
757,3,1745.0149,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7034;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
758,3,1423.6998,1937.5562,-0.1602;0.0299;0.9546;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2690;-0.2284;-1.0000
759,3,1741.4331,1937.5562,-0.1491;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
760,3,1784.2813,1937.5562,-0.2684;0.0299;0.8680;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
761,3,985.9245,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.4838;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2976;-1.0000
762,3,1470.7806,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6127;-0.8002;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
763,3,1565.0686,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6664;-0.4079;-0.2086;0.6709;0.2895;-0.2234;-1.0000
764,3,1503.0511,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1808;-0.2284;-1.0000
765,3,1661.0735,1937.5562,-0.1831;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
766,3,1690.8896,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.6222;-0.2086;0.6904;0.2895;-0.2284;-1.0000
767,3,1297.7462,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.0883;-0.2284;-1.0000
768,3,1729.1598,1937.5562,-0.1602;-0.3671;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8736
769,3,1645.3814,1937.5562,-0.1398;-0.2739;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
770,3,1273.4826,1937.5562,-0.1602;-0.0640;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2004;-0.2284;-1.0000
771,3,1546.7055,1937.5562,-0.1907;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5932;0.2895;-0.2284;-1.0000
772,3,1726.3069,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8995
773,3,1797.9774,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4452;-0.2086;0.6709;0.2895;-0.2284;-1.0000
774,3,1596.5852,1937.5562,-0.1602;0.0299;0.8655;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
775,3,1719.4386,1937.5562,-0.1602;0.0299;0.9551;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9271
776,3,1539.6687,1937.5562,-0.2453;0.0299;0.9529;0.9400;-0.7794;-0.7385;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
777,3,967.6510,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7587;-0.7607;-0.4079;-0.2086;0.6709;0.5136;-0.2284;-1.0000
778,3,1620.1777,1937.5562,-0.1602;0.0299;0.9529;0.7589;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
779,3,1594.9081,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8008;0.2895;-0.2284;-1.0000
780,3,1421.7451,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4937;-0.2086;0.6709;0.2895;-0.2284;-1.0000
781,3,1130.9520,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1740;-0.2284;-1.0000
782,3,1692.3727,1937.5562,-0.1602;-0.1512;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
783,3,1422.6195,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1441;-0.2086;0.6709;0.2895;-0.2284;-1.0000
784,3,1502.7442,1937.5562,-0.1602;0.1607;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
785,3,1783.4654,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1851;-1.0000
786,3,1639.0540,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1984;-1.0000
787,3,1452.3587,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7954;-0.7552;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
788,3,1658.8366,1937.5562,-0.1602;-0.3419;0.9529;0.9106;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
789,3,1751.9986,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
790,3,1354.2307,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0847;0.6709;0.2895;-0.2284;-1.0000
791,3,1718.6809,1937.5562,-0.3689;0.0299;0.9225;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
792,3,1248.7695,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.8421;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
793,3,1627.8671,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6521;0.4633;-0.2284;-1.0000
794,3,1679.4429,1937.5562,0.3656;0.0299;0.9529;0.9400;-0.7794;-0.8224;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
795,3,876.3317,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8451;-0.7607;-0.4079;-0.2086;0.6709;0.6319;-0.2284;-1.0000
796,3,916.0492,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4612;0.2895;-0.2284;-1.0000
797,3,1125.7396,1937.5562,-0.4060;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0651;0.6709;0.2895;-0.2284;-1.0000
798,3,1778.7401,1937.5562,-0.1602;0.0299;0.9589;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
799,3,1595.5570,1937.5562,-0.1602;-0.2539;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
800,3,524.9578,1937.5562,-0.1602;-0.1494;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8762;0.2895;-0.2284;-1.0000
801,3,1314.1543,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6060;-0.4079;0.0441;0.6709;0.2895;-0.2284;-1.0000
802,3,1311.2932,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.0358;-0.2284;-1.0000
803,3,1554.5800,1937.5562,-0.1602;-0.0330;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
804,3,1087.3211,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.4119;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
805,3,1017.1598,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4555;-0.2284;-0.8623
806,3,1512.4965,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3308;-0.2086;0.6709;0.2895;-0.2284;-1.0000
807,3,1601.6348,1937.5562,-0.1602;0.0299;0.9812;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
808,3,1205.2001,1937.5562,-0.1602;0.0299;0.9529;0.6359;-0.7794;-0.7607;-0.4079;-0.2086;0.4512;0.2895;-0.2284;-1.0000
809,3,1695.8408,1937.5562,-0.1602;-0.0054;0.9529;0.9400;-0.7794;-0.7230;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
810,3,1562.7139,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7390;0.2895;-0.2284;-0.9147
811,3,1742.6670,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0224;-1.0000
812,3,1194.7419,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4836;0.2895;-0.2284;-0.9904
813,3,1817.7573,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1668;-1.0000
814,3,1610.7469,1937.5562,0.0063;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
815,3,1168.6712,1937.5562,-0.2082;0.0299;0.9529;0.9400;-0.9525;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
816,3,1653.5410,1937.5562,-0.1602;0.2521;0.9529;0.7065;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
817,3,1688.4757,1937.5562,-0.1023;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2864;-0.2284;-1.0000
818,3,1711.4435,1937.5562,-0.1602;-0.1380;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
819,3,1633.7613,1937.5562,-0.1602;0.2493;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
820,3,1230.8553,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.1204;-0.2284;-1.0000
821,3,1153.1053,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.1830;-0.2284;-1.0000
822,3,1736.5654,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5744;-1.0000
823,3,1695.8331,1937.5562,-0.4698;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
824,3,1804.8532,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2185;-1.0000
825,3,1098.3309,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.1302;0.6709;0.2895;-0.2284;-0.9759
826,3,823.6092,1937.5562,-0.0191;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.9782;0.2895;-0.2284;-1.0000
827,3,1417.6468,1937.5562,-0.1602;0.0299;0.9529;0.5591;-0.7794;-0.9741;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
828,3,1730.5466,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5999;-0.7607;-0.4079;-0.2086;0.4789;0.2895;-0.2284;-1.0000
829,3,1713.0677,1937.5562,-0.1602;0.0299;0.9529;0.7374;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
830,3,1591.7555,1937.5562,-0.1602;0.0299;0.8103;0.9400;-0.7794;-0.7762;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
831,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
832,3,1664.2745,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4903;-0.2086;0.6709;0.2895;-0.2284;-0.6433
833,3,1059.4804,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8311;0.2895;-0.2284;-1.0000
834,3,1430.8951,1937.5562,-0.1602;0.0299;0.8672;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
835,3,1306.4870,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0232;0.6709;0.2895;-0.3283;-1.0000
836,3,1658.6391,1937.5562,-0.1602;0.0299;0.9529;0.9189;-0.7794;-0.7607;-0.3808;-0.2086;0.6709;0.2895;-0.2284;-1.0000
837,3,573.9009,1937.5562,-0.1602;0.1893;0.9529;0.9400;-0.5687;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
838,3,1663.8583,1937.5562,-0.1602;0.0299;0.8862;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
839,3,1740.0948,1937.5562,-0.3630;0.0299;0.9529;0.9285;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
840,3,1851.2355,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9389;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
841,3,1730.4257,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8769;-0.4079;-0.2086;0.6709;0.2895;-0.0645;-1.0000
842,3,1828.8633,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8510
